,lcl_id,train_test_split,month_name,dayofweek,hhourly_rank,hh_avg,weekly_rank
4537,MAC000007,train,February,4,25,0.2235,170
4538,MAC000007,train,February,4,26,0.1593,171
4539,MAC000007,train,February,4,27,0.1675,172
4540,MAC000007,train,February,4,28,0.1467,173
4541,MAC000007,train,February,4,29,0.1745,174
4542,MAC000007,train,February,4,30,0.1265,175
4543,MAC000007,train,February,4,31,0.097,176
4544,MAC000007,train,February,4,32,0.0888,177
4545,MAC000007,train,February,4,33,0.0972,178
4546,MAC000007,train,February,4,34,0.1413,179
4547,MAC000007,train,February,4,35,0.1563,180
4548,MAC000007,train,February,4,36,0.2047,181
4549,MAC000007,train,February,4,37,0.8557,182
4550,MAC000007,train,February,4,38,0.6273,183
4551,MAC000007,train,February,4,39,0.159,184
4552,MAC000007,train,February,4,40,0.158,185
4553,MAC000007,train,February,4,41,0.2025,186
4554,MAC000007,train,February,4,42,0.254,187
4555,MAC000007,train,February,4,43,0.1975,188
4556,MAC000007,train,February,4,44,0.1705,189
4557,MAC000007,train,February,4,45,0.2105,190
4558,MAC000007,train,February,4,46,0.228,191
4559,MAC000007,train,February,4,47,0.1693,192
4560,MAC000007,train,February,5,0,0.1234,193
4561,MAC000007,train,February,5,1,0.0852,194
4562,MAC000007,train,February,5,2,0.0625,195
4563,MAC000007,train,February,5,3,0.0487,196
4564,MAC000007,train,February,5,4,0.0615,197
4565,MAC000007,train,February,5,5,0.0643,198
4566,MAC000007,train,February,5,6,0.0673,199
4567,MAC000007,train,February,5,7,0.067,200
4568,MAC000007,train,February,5,8,0.0752,201
4569,MAC000007,train,February,5,9,0.0528,202
4570,MAC000007,train,February,5,10,0.063,203
4571,MAC000007,train,February,5,11,0.059,204
4572,MAC000007,train,February,5,12,0.062,205
4573,MAC000007,train,February,5,13,0.0772,206
4574,MAC000007,train,February,5,14,0.0817,207
4575,MAC000007,train,February,5,15,0.077,208
4576,MAC000007,train,February,5,16,0.0745,209
4577,MAC000007,train,February,5,17,0.1678,210
4578,MAC000007,train,February,5,18,0.288,211
4579,MAC000007,train,February,5,19,0.5302,212
4580,MAC000007,train,February,5,20,0.3357,213
4581,MAC000007,train,February,5,21,0.399,214
4582,MAC000007,train,February,5,22,0.322,215
4583,MAC000007,train,February,5,23,0.2975,216
4584,MAC000007,train,February,5,24,0.3835,217
4585,MAC000007,train,February,5,25,0.339,218
4586,MAC000007,train,February,5,26,0.5208,219
4587,MAC000007,train,February,5,27,0.6052,220
4588,MAC000007,train,February,5,28,0.4117,221
4589,MAC000007,train,February,5,29,0.1432,222
4590,MAC000007,train,February,5,30,0.117,223
4591,MAC000007,train,February,5,31,0.136,224
4592,MAC000007,train,February,5,32,0.1202,225
4593,MAC000007,train,February,5,33,0.1298,226
4594,MAC000007,train,February,5,34,0.1135,227
4595,MAC000007,train,February,5,35,0.1142,228
4596,MAC000007,train,February,5,36,0.268,229
4597,MAC000007,train,February,5,37,0.4355,230
4598,MAC000007,train,February,5,38,0.727,231
4599,MAC000007,train,February,5,39,0.4312,232
4600,MAC000007,train,February,5,40,0.3445,233
4601,MAC000007,train,February,5,41,0.2558,234
4602,MAC000007,train,February,5,42,0.3438,235
4603,MAC000007,train,February,5,43,0.2477,236
4604,MAC000007,train,February,5,44,0.2453,237
4605,MAC000007,train,February,5,45,0.2868,238
4606,MAC000007,train,February,5,46,0.2167,239
4607,MAC000007,train,February,5,47,0.131,240
4608,MAC000007,train,February,6,0,0.056,241
4609,MAC000007,train,February,6,1,0.0622,242
4610,MAC000007,train,February,6,2,0.0673,243
4611,MAC000007,train,February,6,3,0.0797,244
4612,MAC000007,train,February,6,4,0.0785,245
4613,MAC000007,train,February,6,5,0.052,246
4614,MAC000007,train,February,6,6,0.051,247
4615,MAC000007,train,February,6,7,0.0683,248
4616,MAC000007,train,February,6,8,0.0688,249
4617,MAC000007,train,February,6,9,0.07,250
4618,MAC000007,train,February,6,10,0.0592,251
4619,MAC000007,train,February,6,11,0.0658,252
4620,MAC000007,train,February,6,12,0.0775,253
4621,MAC000007,train,February,6,13,0.0668,254
4622,MAC000007,train,February,6,14,0.0503,255
4623,MAC000007,train,February,6,15,0.0855,256
4624,MAC000007,train,February,6,16,0.164,257
4625,MAC000007,train,February,6,17,0.2135,258
4626,MAC000007,train,February,6,18,0.141,259
4627,MAC000007,train,February,6,19,0.7188,260
4628,MAC000007,train,February,6,20,0.3205,261
4629,MAC000007,train,February,6,21,0.1578,262
4630,MAC000007,train,February,6,22,0.2955,263
4631,MAC000007,train,February,6,23,0.2525,264
4632,MAC000007,train,February,6,24,0.2087,265
4633,MAC000007,train,February,6,25,0.2767,266
4634,MAC000007,train,February,6,26,0.436,267
4635,MAC000007,train,February,6,27,0.1668,268
4636,MAC000007,train,February,6,28,0.1765,269
4637,MAC000007,train,February,6,29,0.193,270
4638,MAC000007,train,February,6,30,0.1525,271
4639,MAC000007,train,February,6,31,0.1425,272
4640,MAC000007,train,February,6,32,0.0868,273
4641,MAC000007,train,February,6,33,0.0727,274
4642,MAC000007,train,February,6,34,0.1288,275
4643,MAC000007,train,February,6,35,0.234,276
4644,MAC000007,train,February,6,36,0.159,277
4645,MAC000007,train,February,6,37,0.727,278
4646,MAC000007,train,February,6,38,0.5242,279
4647,MAC000007,train,February,6,39,0.7037,280
4648,MAC000007,train,February,6,40,0.2072,281
4649,MAC000007,train,February,6,41,0.2165,282
4650,MAC000007,train,February,6,42,0.3163,283
4651,MAC000007,train,February,6,43,0.282,284
4652,MAC000007,train,February,6,44,0.225,285
4653,MAC000007,train,February,6,45,0.3238,286
4654,MAC000007,train,February,6,46,0.1918,287
4655,MAC000007,train,February,6,47,0.119,288
4656,MAC000007,train,February,7,0,0.0683,289
4657,MAC000007,train,February,7,1,0.0765,290
4658,MAC000007,train,February,7,2,0.0607,291
4659,MAC000007,train,February,7,3,0.0625,292
4660,MAC000007,train,February,7,4,0.0732,293
4661,MAC000007,train,February,7,5,0.0607,294
4662,MAC000007,train,February,7,6,0.0517,295
4663,MAC000007,train,February,7,7,0.0685,296
4664,MAC000007,train,February,7,8,0.0625,297
4665,MAC000007,train,February,7,9,0.056,298
4666,MAC000007,train,February,7,10,0.0485,299
4667,MAC000007,train,February,7,11,0.0588,300
4668,MAC000007,train,February,7,12,0.0712,301
4669,MAC000007,train,February,7,13,0.0575,302
4670,MAC000007,train,February,7,14,0.0445,303
4671,MAC000007,train,February,7,15,0.0505,304
4672,MAC000007,train,February,7,16,0.1222,305
4673,MAC000007,train,February,7,17,0.1935,306
4674,MAC000007,train,February,7,18,0.298,307
4675,MAC000007,train,February,7,19,0.7497,308
4676,MAC000007,train,February,7,20,0.2532,309
4677,MAC000007,train,February,7,21,0.2227,310
4678,MAC000007,train,February,7,22,0.188,311
4679,MAC000007,train,February,7,23,0.2082,312
4680,MAC000007,train,February,7,24,0.1422,313
4681,MAC000007,train,February,7,25,0.149,314
4682,MAC000007,train,February,7,26,0.3848,315
4683,MAC000007,train,February,7,27,0.4998,316
4684,MAC000007,train,February,7,28,0.3815,317
4685,MAC000007,train,February,7,29,0.2457,318
4686,MAC000007,train,February,7,30,0.1648,319
4687,MAC000007,train,February,7,31,0.267,320
4688,MAC000007,train,February,7,32,0.13,321
4689,MAC000007,train,February,7,33,0.132,322
4690,MAC000007,train,February,7,34,0.1388,323
4691,MAC000007,train,February,7,35,0.136,324
4692,MAC000007,train,February,7,36,0.1072,325
4693,MAC000007,train,February,7,37,0.5172,326
4694,MAC000007,train,February,7,38,0.364,327
4695,MAC000007,train,February,7,39,0.1718,328
4696,MAC000007,train,February,7,40,0.208,329
4697,MAC000007,train,February,7,41,0.3023,330
4698,MAC000007,train,February,7,42,0.1685,331
4699,MAC000007,train,February,7,43,0.2115,332
4700,MAC000007,train,February,7,44,0.265,333
4701,MAC000007,train,February,7,45,0.3025,334
4702,MAC000007,train,February,7,46,0.169,335
4703,MAC000007,train,February,7,47,0.107,336
4704,MAC000007,train,January,1,0,0.0922,1
4705,MAC000007,train,January,1,1,0.0772,2
4706,MAC000007,train,January,1,2,0.074,3
4707,MAC000007,train,January,1,3,0.0722,4
4708,MAC000007,train,January,1,4,0.0628,5
4709,MAC000007,train,January,1,5,0.0715,6
4710,MAC000007,train,January,1,6,0.0767,7
4711,MAC000007,train,January,1,7,0.0758,8
4712,MAC000007,train,January,1,8,0.0845,9
4713,MAC000007,train,January,1,9,0.0848,10
4714,MAC000007,train,January,1,10,0.0598,11
4715,MAC000007,train,January,1,11,0.054,12
4716,MAC000007,train,January,1,12,0.0628,13
4717,MAC000007,train,January,1,13,0.0615,14
4718,MAC000007,train,January,1,14,0.0742,15
4719,MAC000007,train,January,1,15,0.096,16
4720,MAC000007,train,January,1,16,0.2323,17
4721,MAC000007,train,January,1,17,0.2228,18
4722,MAC000007,train,January,1,18,0.1502,19
4723,MAC000007,train,January,1,19,0.6593,20
4724,MAC000007,train,January,1,20,0.3257,21
4725,MAC000007,train,January,1,21,0.2205,22
4726,MAC000007,train,January,1,22,0.2908,23
4727,MAC000007,train,January,1,23,0.3995,24
4728,MAC000007,train,January,1,24,0.2638,25
4729,MAC000007,train,January,1,25,0.4025,26
4730,MAC000007,train,January,1,26,0.2627,27
4731,MAC000007,train,January,1,27,0.2397,28
4732,MAC000007,train,January,1,28,0.2545,29
4733,MAC000007,train,January,1,29,0.2765,30
4734,MAC000007,train,January,1,30,0.3642,31
4735,MAC000007,train,January,1,31,0.3092,32
4736,MAC000007,train,January,1,32,0.3395,33
4737,MAC000007,train,January,1,33,0.4835,34
4738,MAC000007,train,January,1,34,0.378,35
4739,MAC000007,train,January,1,35,0.6535,36
4740,MAC000007,train,January,1,36,0.4927,37
4741,MAC000007,train,January,1,37,0.7032,38
4742,MAC000007,train,January,1,38,0.6793,39
4743,MAC000007,train,January,1,39,0.3295,40
4744,MAC000007,train,January,1,40,0.2258,41
4745,MAC000007,train,January,1,41,0.3703,42
4746,MAC000007,train,January,1,42,0.422,43
4747,MAC000007,train,January,1,43,0.3135,44
4748,MAC000007,train,January,1,44,0.3135,45
4749,MAC000007,train,January,1,45,0.351,46
4750,MAC000007,train,January,1,46,0.2265,47
4751,MAC000007,train,January,1,47,0.1638,48
4752,MAC000007,train,January,2,0,0.0908,49
4753,MAC000007,train,January,2,1,0.0455,50
4754,MAC000007,train,January,2,2,0.0398,51
4755,MAC000007,train,January,2,3,0.0638,52
4756,MAC000007,train,January,2,4,0.0693,53
4757,MAC000007,train,January,2,5,0.0875,54
4758,MAC000007,train,January,2,6,0.0842,55
4759,MAC000007,train,January,2,7,0.0738,56
4760,MAC000007,train,January,2,8,0.0645,57
4761,MAC000007,train,January,2,9,0.0615,58
4762,MAC000007,train,January,2,10,0.0643,59
4763,MAC000007,train,January,2,11,0.06,60
4764,MAC000007,train,January,2,12,0.0608,61
4765,MAC000007,train,January,2,13,0.0882,62
4766,MAC000007,train,January,2,14,0.0798,63
4767,MAC000007,train,January,2,15,0.0495,64
4768,MAC000007,train,January,2,16,0.0523,65
4769,MAC000007,train,January,2,17,0.186,66
4770,MAC000007,train,January,2,18,0.2225,67
4771,MAC000007,train,January,2,19,0.8097,68
4772,MAC000007,train,January,2,20,0.5873,69
4773,MAC000007,train,January,2,21,0.1392,70
4774,MAC000007,train,January,2,22,0.1758,71
4775,MAC000007,train,January,2,23,0.3065,72
4776,MAC000007,train,January,2,24,0.2667,73
4777,MAC000007,train,January,2,25,0.22,74
4778,MAC000007,train,January,2,26,0.1947,75
4779,MAC000007,train,January,2,27,0.1482,76
4780,MAC000007,train,January,2,28,0.1692,77
4781,MAC000007,train,January,2,29,0.1807,78
4782,MAC000007,train,January,2,30,0.1405,79
4783,MAC000007,train,January,2,31,0.1457,80
4784,MAC000007,train,January,2,32,0.1575,81
4785,MAC000007,train,January,2,33,0.1955,82
4786,MAC000007,train,January,2,34,0.1812,83
4787,MAC000007,train,January,2,35,0.3277,84
4788,MAC000007,train,January,2,36,0.496,85
4789,MAC000007,train,January,2,37,0.503,86
4790,MAC000007,train,January,2,38,0.309,87
4791,MAC000007,train,January,2,39,0.2032,88
4792,MAC000007,train,January,2,40,0.22,89
4793,MAC000007,train,January,2,41,0.2398,90
4794,MAC000007,train,January,2,42,0.2317,91
4795,MAC000007,train,January,2,43,0.2028,92
4796,MAC000007,train,January,2,44,0.2555,93
4797,MAC000007,train,January,2,45,0.2955,94
4798,MAC000007,train,January,2,46,0.2285,95
4799,MAC000007,train,January,2,47,0.1258,96
4800,MAC000007,train,January,3,0,0.0828,97
4801,MAC000007,train,January,3,1,0.0742,98
4802,MAC000007,train,January,3,2,0.0786,99
4803,MAC000007,train,January,3,3,0.1018,100
4804,MAC000007,train,January,3,4,0.1082,101
4805,MAC000007,train,January,3,5,0.1012,102
4806,MAC000007,train,January,3,6,0.0744,103
4807,MAC000007,train,January,3,7,0.0762,104
4808,MAC000007,train,January,3,8,0.0664,105
4809,MAC000007,train,January,3,9,0.0688,106
4810,MAC000007,train,January,3,10,0.061,107
4811,MAC000007,train,January,3,11,0.0574,108
4812,MAC000007,train,January,3,12,0.0676,109
4813,MAC000007,train,January,3,13,0.0878,110
4814,MAC000007,train,January,3,14,0.069,111
4815,MAC000007,train,January,3,15,0.0658,112
4816,MAC000007,train,January,3,16,0.1362,113
4817,MAC000007,train,January,3,17,0.1388,114
4818,MAC000007,train,January,3,18,0.3282,115
4819,MAC000007,train,January,3,19,0.502,116
4820,MAC000007,train,January,3,20,0.499,117
4821,MAC000007,train,January,3,21,0.1662,118
4822,MAC000007,train,January,3,22,0.2008,119
4823,MAC000007,train,January,3,23,0.1766,120
4824,MAC000007,train,January,3,24,0.188,121
4825,MAC000007,train,January,3,25,0.169,122
4826,MAC000007,train,January,3,26,0.1472,123
4827,MAC000007,train,January,3,27,0.1306,124
4828,MAC000007,train,January,3,28,0.2978,125
4829,MAC000007,train,January,3,29,0.158,126
4830,MAC000007,train,January,3,30,0.1142,127
4831,MAC000007,train,January,3,31,0.1762,128
4832,MAC000007,train,January,3,32,0.2884,129
4833,MAC000007,train,January,3,33,0.2188,130
4834,MAC000007,train,January,3,34,0.1634,131
4835,MAC000007,train,January,3,35,0.2688,132
4836,MAC000007,train,January,3,36,0.2078,133
4837,MAC000007,train,January,3,37,0.5822,134
4838,MAC000007,train,January,3,38,0.4708,135
4839,MAC000007,train,January,3,39,0.2332,136
4840,MAC000007,train,January,3,40,0.3846,137
4841,MAC000007,train,January,3,41,0.3518,138
4842,MAC000007,train,January,3,42,0.3584,139
4843,MAC000007,train,January,3,43,0.261,140
4844,MAC000007,train,January,3,44,0.3128,141
4845,MAC000007,train,January,3,45,0.3018,142
4846,MAC000007,train,January,3,46,0.2258,143
4847,MAC000007,train,January,3,47,0.1486,144
4848,MAC000007,train,January,4,0,0.0798,145
4849,MAC000007,train,January,4,1,0.0864,146
4850,MAC000007,train,January,4,2,0.0876,147
4851,MAC000007,train,January,4,3,0.0716,148
4852,MAC000007,train,January,4,4,0.0636,149
4853,MAC000007,train,January,4,5,0.0554,150
4854,MAC000007,train,January,4,6,0.0634,151
4855,MAC000007,train,January,4,7,0.0866,152
4856,MAC000007,train,January,4,8,0.073,153
4857,MAC000007,train,January,4,9,0.071,154
4858,MAC000007,train,January,4,10,0.0638,155
4859,MAC000007,train,January,4,11,0.0538,156
4860,MAC000007,train,January,4,12,0.0684,157
4861,MAC000007,train,January,4,13,0.0868,158
4862,MAC000007,train,January,4,14,0.0626,159
4863,MAC000007,train,January,4,15,0.056,160
4864,MAC000007,train,January,4,16,0.096,161
4865,MAC000007,train,January,4,17,0.208,162
4866,MAC000007,train,January,4,18,0.3038,163
4867,MAC000007,train,January,4,19,0.5864,164
4868,MAC000007,train,January,4,20,0.4966,165
4869,MAC000007,train,January,4,21,0.31,166
4870,MAC000007,train,January,4,22,0.2976,167
4871,MAC000007,train,January,4,23,0.3584,168
4872,MAC000007,train,January,4,24,0.2842,169
4873,MAC000007,train,January,4,25,0.373,170
4874,MAC000007,train,January,4,26,0.468,171
4875,MAC000007,train,January,4,27,0.211,172
4876,MAC000007,train,January,4,28,0.2324,173
4877,MAC000007,train,January,4,29,0.1604,174
4878,MAC000007,train,January,4,30,0.1818,175
4879,MAC000007,train,January,4,31,0.213,176
4880,MAC000007,train,January,4,32,0.1076,177
4881,MAC000007,train,January,4,33,0.213,178
4882,MAC000007,train,January,4,34,0.1312,179
4883,MAC000007,train,January,4,35,0.3084,180
4884,MAC000007,train,January,4,36,0.4014,181
4885,MAC000007,train,January,4,37,0.6986,182
4886,MAC000007,train,January,4,38,0.4498,183
4887,MAC000007,train,January,4,39,0.1566,184
4888,MAC000007,train,January,4,40,0.2074,185
4889,MAC000007,train,January,4,41,0.2678,186
4890,MAC000007,train,January,4,42,0.2654,187
4891,MAC000007,train,January,4,43,0.2616,188
4892,MAC000007,train,January,4,44,0.2362,189
4893,MAC000007,train,January,4,45,0.2888,190
4894,MAC000007,train,January,4,46,0.1836,191
4895,MAC000007,train,January,4,47,0.1358,192
4896,MAC000007,train,January,5,0,0.0792,193
4897,MAC000007,train,January,5,1,0.075,194
4898,MAC000007,train,January,5,2,0.0728,195
4899,MAC000007,train,January,5,3,0.0658,196
4900,MAC000007,train,January,5,4,0.0574,197
4901,MAC000007,train,January,5,5,0.0672,198
4902,MAC000007,train,January,5,6,0.079,199
4903,MAC000007,train,January,5,7,0.0736,200
4904,MAC000007,train,January,5,8,0.062,201
4905,MAC000007,train,January,5,9,0.0578,202
4906,MAC000007,train,January,5,10,0.0636,203
4907,MAC000007,train,January,5,11,0.0706,204
4908,MAC000007,train,January,5,12,0.0782,205
4909,MAC000007,train,January,5,13,0.0558,206
4910,MAC000007,train,January,5,14,0.048,207
4911,MAC000007,train,January,5,15,0.0746,208
4912,MAC000007,train,January,5,16,0.0774,209
4913,MAC000007,train,January,5,17,0.2226,210
4914,MAC000007,train,January,5,18,0.2014,211
4915,MAC000007,train,January,5,19,0.3914,212
4916,MAC000007,train,January,5,20,0.4488,213
4917,MAC000007,train,January,5,21,0.4186,214
4918,MAC000007,train,January,5,22,0.2644,215
4919,MAC000007,train,January,5,23,0.1842,216
4920,MAC000007,train,January,5,24,0.2838,217
4921,MAC000007,train,January,5,25,0.2384,218
4922,MAC000007,train,January,5,26,0.1632,219
4923,MAC000007,train,January,5,27,0.1756,220
4924,MAC000007,train,January,5,28,0.269,221
4925,MAC000007,train,January,5,29,0.1628,222
4926,MAC000007,train,January,5,30,0.1502,223
4927,MAC000007,train,January,5,31,0.148,224
4928,MAC000007,train,January,5,32,0.1274,225
4929,MAC000007,train,January,5,33,0.1278,226
4930,MAC000007,train,January,5,34,0.1434,227
4931,MAC000007,train,January,5,35,0.2078,228
4932,MAC000007,train,January,5,36,0.2,229
4933,MAC000007,train,January,5,37,0.8884,230
4934,MAC000007,train,January,5,38,0.541,231
4935,MAC000007,train,January,5,39,0.1954,232
4936,MAC000007,train,January,5,40,0.2668,233
4937,MAC000007,train,January,5,41,0.3092,234
4938,MAC000007,train,January,5,42,0.2716,235
4939,MAC000007,train,January,5,43,0.2728,236
4940,MAC000007,train,January,5,44,0.202,237
4941,MAC000007,train,January,5,45,0.2868,238
4942,MAC000007,train,January,5,46,0.1886,239
4943,MAC000007,train,January,5,47,0.1328,240
4944,MAC000007,train,January,6,0,0.076,241
4945,MAC000007,train,January,6,1,0.0762,242
4946,MAC000007,train,January,6,2,0.0682,243
4947,MAC000007,train,January,6,3,0.048,244
4948,MAC000007,train,January,6,4,0.067,245
4949,MAC000007,train,January,6,5,0.08,246
4950,MAC000007,train,January,6,6,0.0708,247
4951,MAC000007,train,January,6,7,0.0708,248
4952,MAC000007,train,January,6,8,0.0568,249
4953,MAC000007,train,January,6,9,0.0515,250
4954,MAC000007,train,January,6,10,0.075,251
4955,MAC000007,train,January,6,11,0.0825,252
4956,MAC000007,train,January,6,12,0.071,253
4957,MAC000007,train,January,6,13,0.0505,254
4958,MAC000007,train,January,6,14,0.044,255
4959,MAC000007,train,January,6,15,0.0687,256
4960,MAC000007,train,January,6,16,0.1218,257
4961,MAC000007,train,January,6,17,0.5292,258
4962,MAC000007,train,January,6,18,0.768,259
4963,MAC000007,train,January,6,19,0.3633,260
4964,MAC000007,train,January,6,20,0.2087,261
4965,MAC000007,train,January,6,21,0.1058,262
4966,MAC000007,train,January,6,22,0.1255,263
4967,MAC000007,train,January,6,23,0.1893,264
4968,MAC000007,train,January,6,24,0.147,265
4969,MAC000007,train,January,6,25,0.1225,266
4970,MAC000007,train,January,6,26,0.1115,267
4971,MAC000007,train,January,6,27,0.1412,268
4972,MAC000007,train,January,6,28,0.1027,269
4973,MAC000007,train,January,6,29,0.0975,270
4974,MAC000007,train,January,6,30,0.0993,271
4975,MAC000007,train,January,6,31,0.0948,272
4976,MAC000007,train,January,6,32,0.0927,273
4977,MAC000007,train,January,6,33,0.1775,274
4978,MAC000007,train,January,6,34,0.205,275
4979,MAC000007,train,January,6,35,0.1537,276
4980,MAC000007,train,January,6,36,0.123,277
4981,MAC000007,train,January,6,37,0.495,278
4982,MAC000007,train,January,6,38,0.4077,279
4983,MAC000007,train,January,6,39,0.2147,280
4984,MAC000007,train,January,6,40,0.1487,281
4985,MAC000007,train,January,6,41,0.1967,282
4986,MAC000007,train,January,6,42,0.2137,283
4987,MAC000007,train,January,6,43,0.212,284
4988,MAC000007,train,January,6,44,0.247,285
4989,MAC000007,train,January,6,45,0.2878,286
4990,MAC000007,train,January,6,46,0.1715,287
4991,MAC000007,train,January,6,47,0.1333,288
4992,MAC000007,train,January,7,0,0.0912,289
4993,MAC000007,train,January,7,1,0.092,290
4994,MAC000007,train,January,7,2,0.0938,291
4995,MAC000007,train,January,7,3,0.0715,292
4996,MAC000007,train,January,7,4,0.0427,293
4997,MAC000007,train,January,7,5,0.0608,294
4998,MAC000007,train,January,7,6,0.0823,295
4999,MAC000007,train,January,7,7,0.0785,296
5000,MAC000007,train,January,7,8,0.0725,297
5001,MAC000007,train,January,7,9,0.0475,298
5002,MAC000007,train,January,7,10,0.0565,299
5003,MAC000007,train,January,7,11,0.0708,300
5004,MAC000007,train,January,7,12,0.0822,301
5005,MAC000007,train,January,7,13,0.0678,302
5006,MAC000007,train,January,7,14,0.056,303
5007,MAC000007,train,January,7,15,0.0688,304
5008,MAC000007,train,January,7,16,0.3728,305
5009,MAC000007,train,January,7,17,0.252,306
5010,MAC000007,train,January,7,18,0.2478,307
5011,MAC000007,train,January,7,19,0.5548,308
5012,MAC000007,train,January,7,20,0.2228,309
5013,MAC000007,train,January,7,21,0.2848,310
5014,MAC000007,train,January,7,22,0.193,311
5015,MAC000007,train,January,7,23,0.0993,312
5016,MAC000007,train,January,7,24,0.1027,313
5017,MAC000007,train,January,7,25,0.4042,314
5018,MAC000007,train,January,7,26,0.494,315
5019,MAC000007,train,January,7,27,0.155,316
5020,MAC000007,train,January,7,28,0.147,317
5021,MAC000007,train,January,7,29,0.1425,318
5022,MAC000007,train,January,7,30,0.1372,319
5023,MAC000007,train,January,7,31,0.1512,320
5024,MAC000007,train,January,7,32,0.1318,321
5025,MAC000007,train,January,7,33,0.3162,322
5026,MAC000007,train,January,7,34,0.169,323
5027,MAC000007,train,January,7,35,0.192,324
5028,MAC000007,train,January,7,36,0.2687,325
5029,MAC000007,train,January,7,37,0.7843,326
5030,MAC000007,train,January,7,38,0.4325,327
5031,MAC000007,train,January,7,39,0.2865,328
5032,MAC000007,train,January,7,40,0.4088,329
5033,MAC000007,train,January,7,41,0.275,330
5034,MAC000007,train,January,7,42,0.4115,331
5035,MAC000007,train,January,7,43,0.3585,332
5036,MAC000007,train,January,7,44,0.2795,333
5037,MAC000007,train,January,7,45,0.3175,334
5038,MAC000007,train,January,7,46,0.2263,335
5039,MAC000007,train,January,7,47,0.1235,336
5040,MAC000007,train,November,1,0,0.1115,1
5041,MAC000007,train,November,1,1,0.0718,2
5042,MAC000007,train,November,1,2,0.0718,3
5043,MAC000007,train,November,1,3,0.0675,4
5044,MAC000007,train,November,1,4,0.0585,5
5045,MAC000007,train,November,1,5,0.0643,6
5046,MAC000007,train,November,1,6,0.087,7
5047,MAC000007,train,November,1,7,0.0762,8
5048,MAC000007,train,November,1,8,0.071,9
5049,MAC000007,train,November,1,9,0.0508,10
5050,MAC000007,train,November,1,10,0.0643,11
5051,MAC000007,train,November,1,11,0.0713,12
5052,MAC000007,train,November,1,12,0.0897,13
5053,MAC000007,train,November,1,13,0.0708,14
5054,MAC000007,train,November,1,14,0.056,15
5055,MAC000007,train,November,1,15,0.0502,16
5056,MAC000007,train,November,1,16,0.1725,17
5057,MAC000007,train,November,1,17,0.167,18
5058,MAC000007,train,November,1,18,0.6178,19
5059,MAC000007,train,November,1,19,0.4437,20
5060,MAC000007,train,November,1,20,0.1585,21
5061,MAC000007,train,November,1,21,0.4012,22
5062,MAC000007,train,November,1,22,0.4537,23
5063,MAC000007,train,November,1,23,0.1903,24
5064,MAC000007,train,November,1,24,0.1158,25
5065,MAC000007,train,November,1,25,0.1532,26
5066,MAC000007,train,November,1,26,0.172,27
5067,MAC000007,train,November,1,27,0.1272,28
5068,MAC000007,train,November,1,28,0.1137,29
5069,MAC000007,train,November,1,29,0.1298,30
5070,MAC000007,train,November,1,30,0.111,31
5071,MAC000007,train,November,1,31,0.167,32
5072,MAC000007,train,November,1,32,0.1273,33
5073,MAC000007,train,November,1,33,0.1545,34
5074,MAC000007,train,November,1,34,0.176,35
5075,MAC000007,train,November,1,35,0.4075,36
5076,MAC000007,train,November,1,36,0.5615,37
5077,MAC000007,train,November,1,37,0.8178,38
5078,MAC000007,train,November,1,38,0.3755,39
5079,MAC000007,train,November,1,39,0.4185,40
5080,MAC000007,train,November,1,40,0.2905,41
5081,MAC000007,train,November,1,41,0.2255,42
5082,MAC000007,train,November,1,42,0.239,43
5083,MAC000007,train,November,1,43,0.308,44
5084,MAC000007,train,November,1,44,0.3183,45
5085,MAC000007,train,November,1,45,0.3335,46
5086,MAC000007,train,November,1,46,0.2508,47
5087,MAC000007,train,November,1,47,0.1968,48
5088,MAC000007,train,November,2,0,0.108,49
5089,MAC000007,train,November,2,1,0.0825,50
5090,MAC000007,train,November,2,2,0.0568,51
5091,MAC000007,train,November,2,3,0.0615,52
5092,MAC000007,train,November,2,4,0.0915,53
5093,MAC000007,train,November,2,5,0.0795,54
5094,MAC000007,train,November,2,6,0.0648,55
5095,MAC000007,train,November,2,7,0.0735,56
5096,MAC000007,train,November,2,8,0.0747,57
5097,MAC000007,train,November,2,9,0.0725,58
5098,MAC000007,train,November,2,10,0.075,59
5099,MAC000007,train,November,2,11,0.0857,60
5100,MAC000007,train,November,2,12,0.082,61
5101,MAC000007,train,November,2,13,0.0598,62
5102,MAC000007,train,November,2,14,0.0535,63
5103,MAC000007,train,November,2,15,0.0805,64
5104,MAC000007,train,November,2,16,0.1755,65
5105,MAC000007,train,November,2,17,0.2027,66
5106,MAC000007,train,November,2,18,0.3362,67
5107,MAC000007,train,November,2,19,0.4855,68
5108,MAC000007,train,November,2,20,0.261,69
5109,MAC000007,train,November,2,21,0.298,70
5110,MAC000007,train,November,2,22,0.379,71
5111,MAC000007,train,November,2,23,0.1583,72
5112,MAC000007,train,November,2,24,0.2413,73
5113,MAC000007,train,November,2,25,0.1798,74
5114,MAC000007,train,November,2,26,0.1733,75
5115,MAC000007,train,November,2,27,0.1838,76
5116,MAC000007,train,November,2,28,0.147,77
5117,MAC000007,train,November,2,29,0.1315,78
5118,MAC000007,train,November,2,30,0.1218,79
5119,MAC000007,train,November,2,31,0.0975,80
5120,MAC000007,train,November,2,32,0.1028,81
5121,MAC000007,train,November,2,33,0.118,82
5122,MAC000007,train,November,2,34,0.2125,83
