,lcl_id,ds,y,air_temperature
22899,MAC000007,2013-02-26 05:00:00,0.096,2.7
22900,MAC000007,2013-02-26 05:30:00,0.062,2.7
22901,MAC000007,2013-02-26 06:00:00,0.06,3.0
22902,MAC000007,2013-02-26 06:30:00,0.067,3.0
22903,MAC000007,2013-02-26 07:00:00,0.082,3.3
22904,MAC000007,2013-02-26 07:30:00,0.038,3.3
22905,MAC000007,2013-02-26 08:00:00,0.207,3.5
22906,MAC000007,2013-02-26 08:30:00,0.175,3.5
22907,MAC000007,2013-02-26 09:00:00,0.153,3.7
22908,MAC000007,2013-02-26 09:30:00,0.664,3.7
22909,MAC000007,2013-02-26 10:00:00,0.219,3.8
22910,MAC000007,2013-02-26 10:30:00,0.148,3.8
22911,MAC000007,2013-02-26 11:00:00,0.115,3.9
22912,MAC000007,2013-02-26 11:30:00,0.059,3.9
22913,MAC000007,2013-02-26 12:00:00,0.084,4.2
22914,MAC000007,2013-02-26 12:30:00,0.215,4.2
22915,MAC000007,2013-02-26 13:00:00,0.157,4.6
22916,MAC000007,2013-02-26 13:30:00,0.128,4.6
22917,MAC000007,2013-02-26 14:00:00,0.342,4.7
22918,MAC000007,2013-02-26 14:30:00,0.149,4.7
22919,MAC000007,2013-02-26 15:00:00,0.224,4.8
22920,MAC000007,2013-02-26 15:30:00,0.168,4.8
22921,MAC000007,2013-02-26 16:00:00,0.151,4.9
22922,MAC000007,2013-02-26 16:30:00,0.167,4.9
22923,MAC000007,2013-02-26 17:00:00,0.149,4.8
22924,MAC000007,2013-02-26 17:30:00,0.126,4.8
22925,MAC000007,2013-02-26 18:00:00,0.167,4.9
22926,MAC000007,2013-02-26 18:30:00,0.147,4.9
22927,MAC000007,2013-02-26 19:00:00,1.2079999,4.8
22928,MAC000007,2013-02-26 19:30:00,0.178,4.8
22929,MAC000007,2013-02-26 20:00:00,0.536,4.6
22930,MAC000007,2013-02-26 20:30:00,0.357,4.6
22931,MAC000007,2013-02-26 21:00:00,0.75,4.4
22932,MAC000007,2013-02-26 21:30:00,0.215,4.4
22933,MAC000007,2013-02-26 22:00:00,0.204,4.2
22934,MAC000007,2013-02-26 22:30:00,0.299,4.2
22935,MAC000007,2013-02-26 23:00:00,0.225,3.9
22936,MAC000007,2013-02-26 23:30:00,0.185,3.9
22937,MAC000007,2013-02-27 00:00:00,0.093,3.6
22938,MAC000007,2013-02-27 00:30:00,0.06,3.6
22939,MAC000007,2013-02-27 01:00:00,0.062,3.3
22940,MAC000007,2013-02-27 01:30:00,0.061,3.3
22941,MAC000007,2013-02-27 02:00:00,0.073,3.1
22942,MAC000007,2013-02-27 02:30:00,0.125,3.1
22943,MAC000007,2013-02-27 03:00:00,0.081,2.7
22944,MAC000007,2013-02-27 03:30:00,0.061,2.7
22945,MAC000007,2013-02-27 04:00:00,0.056,2.5
22946,MAC000007,2013-02-27 04:30:00,0.027,2.5
22947,MAC000007,2013-02-27 05:00:00,0.027,2.4
22948,MAC000007,2013-02-27 05:30:00,0.111,2.4
22949,MAC000007,2013-02-27 06:00:00,0.08,2.2
22950,MAC000007,2013-02-27 06:30:00,0.061,2.2
22951,MAC000007,2013-02-27 07:00:00,0.06,2.1
22952,MAC000007,2013-02-27 07:30:00,0.06,2.1
22953,MAC000007,2013-02-27 08:00:00,0.079,2.1
22954,MAC000007,2013-02-27 08:30:00,0.189,2.1
22955,MAC000007,2013-02-27 09:00:00,0.232,2.1
22956,MAC000007,2013-02-27 09:30:00,0.367,2.1
22957,MAC000007,2013-02-27 10:00:00,0.449,2.3
22958,MAC000007,2013-02-27 10:30:00,0.142,2.3
22959,MAC000007,2013-02-27 11:00:00,0.527,2.9
22960,MAC000007,2013-02-27 11:30:00,0.491,2.9
22961,MAC000007,2013-02-27 12:00:00,0.266,3.6
22962,MAC000007,2013-02-27 12:30:00,0.115,3.6
22963,MAC000007,2013-02-27 13:00:00,0.115,4.5
22964,MAC000007,2013-02-27 13:30:00,0.195,4.5
22965,MAC000007,2013-02-27 14:00:00,0.213,5.7
22966,MAC000007,2013-02-27 14:30:00,0.328,5.7
22967,MAC000007,2013-02-27 15:00:00,0.146,5.6
22968,MAC000007,2013-02-27 15:30:00,0.12,5.6
22969,MAC000007,2013-02-27 16:00:00,0.069,6.3
22970,MAC000007,2013-02-27 16:30:00,0.071,6.3
22971,MAC000007,2013-02-27 17:00:00,0.09,6.5
22972,MAC000007,2013-02-27 17:30:00,0.138,6.5
22973,MAC000007,2013-02-27 18:00:00,0.184,5.9
22974,MAC000007,2013-02-27 18:30:00,0.227,5.9
22975,MAC000007,2013-02-27 19:00:00,0.391,5.1
22976,MAC000007,2013-02-27 19:30:00,0.215,5.1
22977,MAC000007,2013-02-27 20:00:00,0.184,4.5
22978,MAC000007,2013-02-27 20:30:00,0.288,4.5
22979,MAC000007,2013-02-27 21:00:00,0.302,3.7
22980,MAC000007,2013-02-27 21:30:00,0.219,3.7
22981,MAC000007,2013-02-27 22:00:00,0.19,3.2
22982,MAC000007,2013-02-27 22:30:00,0.211,3.2
22983,MAC000007,2013-02-27 23:00:00,0.29,2.7
22984,MAC000007,2013-02-27 23:30:00,0.162,2.7
22985,MAC000007,2013-02-28 00:00:00,0.093,2.3
22986,MAC000007,2013-02-28 00:30:00,0.094,2.3
22987,MAC000007,2013-02-28 01:00:00,0.094,2.3
22988,MAC000007,2013-02-28 01:30:00,0.074,2.3
22989,MAC000007,2013-02-28 02:00:00,0.054,2.3
22990,MAC000007,2013-02-28 02:30:00,0.027,2.3
22991,MAC000007,2013-02-28 03:00:00,0.028,1.9
22992,MAC000007,2013-02-28 03:30:00,0.085,1.9
22993,MAC000007,2013-02-28 04:00:00,0.116,1.9
22994,MAC000007,2013-02-28 04:30:00,0.061,1.9
22995,MAC000007,2013-02-28 05:00:00,0.061,1.5
22996,MAC000007,2013-02-28 05:30:00,0.061,1.5
22997,MAC000007,2013-02-28 06:00:00,0.061,1.6
22998,MAC000007,2013-02-28 06:30:00,0.081,1.6
22999,MAC000007,2013-02-28 07:00:00,0.119,2.1
23000,MAC000007,2013-02-28 07:30:00,0.042,2.1
23001,MAC000007,2013-02-28 08:00:00,0.033,2.7
23002,MAC000007,2013-02-28 08:30:00,0.199,2.7
23003,MAC000007,2013-02-28 09:00:00,0.171,3.6
23004,MAC000007,2013-02-28 09:30:00,1.128,3.6
23005,MAC000007,2013-02-28 10:00:00,0.468,4.5
23006,MAC000007,2013-02-28 10:30:00,0.161,4.5
23007,MAC000007,2013-02-28 11:00:00,0.125,5.4
23008,MAC000007,2013-02-28 11:30:00,0.544,5.4
23009,MAC000007,2013-02-28 12:00:00,0.362,6.1
23010,MAC000007,2013-02-28 12:30:00,0.181,6.1
23011,MAC000007,2013-02-28 13:00:00,0.096,7.0
23012,MAC000007,2013-02-28 13:30:00,0.6,7.0
23013,MAC000007,2013-02-28 14:00:00,0.53,7.9
23014,MAC000007,2013-02-28 14:30:00,0.216,7.9
23015,MAC000007,2013-02-28 15:00:00,0.112,8.7
23016,MAC000007,2013-02-28 15:30:00,0.105,8.7
23017,MAC000007,2013-02-28 16:00:00,0.099,8.9
23018,MAC000007,2013-02-28 16:30:00,0.121,8.9
23019,MAC000007,2013-02-28 17:00:00,0.105,8.5
23020,MAC000007,2013-02-28 17:30:00,0.087,8.5
23021,MAC000007,2013-02-28 18:00:00,0.109,7.3
23022,MAC000007,2013-02-28 18:30:00,0.1,7.3
23023,MAC000007,2013-02-28 19:00:00,0.957,6.3
23024,MAC000007,2013-02-28 19:30:00,0.946,6.3
23025,MAC000007,2013-02-28 20:00:00,0.189,4.8
23026,MAC000007,2013-02-28 20:30:00,0.213,4.8
23027,MAC000007,2013-02-28 21:00:00,0.257,4.0
23028,MAC000007,2013-02-28 21:30:00,0.192,4.0
23029,MAC000007,2013-02-28 22:00:00,0.294,3.5
23030,MAC000007,2013-02-28 22:30:00,0.222,3.5
23031,MAC000007,2013-02-28 23:00:00,0.237,2.7
23032,MAC000007,2013-02-28 23:30:00,0.187,2.7
34559,MAC000010,2012-11-01 00:00:00,0.863,11.8
34560,MAC000010,2012-11-01 00:30:00,0.287,11.8
34561,MAC000010,2012-11-01 01:00:00,0.231,8.8
34562,MAC000010,2012-11-01 01:30:00,0.177,8.8
34563,MAC000010,2012-11-01 02:00:00,0.231,8.5
34564,MAC000010,2012-11-01 02:30:00,0.221,8.5
34565,MAC000010,2012-11-01 03:00:00,0.15,7.8
34566,MAC000010,2012-11-01 03:30:00,0.164,7.8
34567,MAC000010,2012-11-01 04:00:00,0.197,7.1
34568,MAC000010,2012-11-01 04:30:00,0.174,7.1
34569,MAC000010,2012-11-01 05:00:00,0.165,7.0
34570,MAC000010,2012-11-01 05:30:00,0.213,7.0
34571,MAC000010,2012-11-01 06:00:00,0.235,7.0
34572,MAC000010,2012-11-01 06:30:00,0.179,7.0
34573,MAC000010,2012-11-01 07:00:00,0.195,7.0
34574,MAC000010,2012-11-01 07:30:00,0.553,7.0
34575,MAC000010,2012-11-01 08:00:00,0.37,6.9
34576,MAC000010,2012-11-01 08:30:00,0.361,6.9
34577,MAC000010,2012-11-01 09:00:00,0.89,8.0
34578,MAC000010,2012-11-01 09:30:00,0.553,8.0
34579,MAC000010,2012-11-01 10:00:00,0.373,7.9
34580,MAC000010,2012-11-01 10:30:00,0.333,7.9
34581,MAC000010,2012-11-01 11:00:00,0.435,8.6
34582,MAC000010,2012-11-01 11:30:00,0.363,8.6
34583,MAC000010,2012-11-01 12:00:00,0.471,10.1
34584,MAC000010,2012-11-01 12:30:00,0.432,10.1
34585,MAC000010,2012-11-01 13:00:00,0.421,7.8
34586,MAC000010,2012-11-01 13:30:00,0.4,7.8
34587,MAC000010,2012-11-01 14:00:00,0.354,8.4
34588,MAC000010,2012-11-01 14:30:00,0.387,8.4
34589,MAC000010,2012-11-01 15:00:00,0.403,8.5
34590,MAC000010,2012-11-01 15:30:00,0.535,8.5
34591,MAC000010,2012-11-01 16:00:00,0.403,8.1
34592,MAC000010,2012-11-01 16:30:00,0.466,8.1
34593,MAC000010,2012-11-01 17:00:00,0.638,7.2
34594,MAC000010,2012-11-01 17:30:00,1.1569999,7.2
34595,MAC000010,2012-11-01 18:00:00,2.1429999,6.7
34596,MAC000010,2012-11-01 18:30:00,1.7309999,6.7
34597,MAC000010,2012-11-01 19:00:00,0.992,5.9
34598,MAC000010,2012-11-01 19:30:00,0.694,5.9
34599,MAC000010,2012-11-01 20:00:00,0.793,5.1
34600,MAC000010,2012-11-01 20:30:00,0.61,5.1
34601,MAC000010,2012-11-01 21:00:00,0.588,4.5
34602,MAC000010,2012-11-01 21:30:00,0.812,4.5
34603,MAC000010,2012-11-01 22:00:00,0.537,4.1
34604,MAC000010,2012-11-01 22:30:00,1.178,4.1
34605,MAC000010,2012-11-01 23:00:00,0.681,4.4
34606,MAC000010,2012-11-01 23:30:00,0.272,4.4
34607,MAC000010,2012-11-02 00:00:00,0.843,5.0
34608,MAC000010,2012-11-02 00:30:00,0.259,5.0
34609,MAC000010,2012-11-02 01:00:00,0.199,5.7
34610,MAC000010,2012-11-02 01:30:00,0.205,5.7
34611,MAC000010,2012-11-02 02:00:00,0.255,5.7
34612,MAC000010,2012-11-02 02:30:00,0.213,5.7
34613,MAC000010,2012-11-02 03:00:00,0.171,6.1
34614,MAC000010,2012-11-02 03:30:00,0.213,6.1
34615,MAC000010,2012-11-02 04:00:00,0.202,6.2
34616,MAC000010,2012-11-02 04:30:00,0.163,6.2
34617,MAC000010,2012-11-02 05:00:00,0.217,5.5
34618,MAC000010,2012-11-02 05:30:00,0.244,5.5
34619,MAC000010,2012-11-02 06:00:00,0.202,4.7
34620,MAC000010,2012-11-02 06:30:00,0.308,4.7
34621,MAC000010,2012-11-02 07:00:00,0.266,4.8
34622,MAC000010,2012-11-02 07:30:00,0.21,4.8
34623,MAC000010,2012-11-02 08:00:00,0.197,4.7
34624,MAC000010,2012-11-02 08:30:00,0.247,4.7
34625,MAC000010,2012-11-02 09:00:00,0.194,6.2
34626,MAC000010,2012-11-02 09:30:00,0.159,6.2
34627,MAC000010,2012-11-02 10:00:00,0.223,8.3
34628,MAC000010,2012-11-02 10:30:00,0.222,8.3
34629,MAC000010,2012-11-02 11:00:00,0.383,9.9
34630,MAC000010,2012-11-02 11:30:00,0.668,9.9
34631,MAC000010,2012-11-02 12:00:00,0.566,9.8
34632,MAC000010,2012-11-02 12:30:00,1.202,9.8
34633,MAC000010,2012-11-02 13:00:00,0.608,9.7
34634,MAC000010,2012-11-02 13:30:00,0.695,9.7
34635,MAC000010,2012-11-02 14:00:00,0.244,11.2
34636,MAC000010,2012-11-02 14:30:00,0.233,11.2
34637,MAC000010,2012-11-02 15:00:00,0.283,8.5
34638,MAC000010,2012-11-02 15:30:00,0.267,8.5
34639,MAC000010,2012-11-02 16:00:00,0.282,8.4
34640,MAC000010,2012-11-02 16:30:00,0.314,8.4
34641,MAC000010,2012-11-02 17:00:00,0.31,7.6
34642,MAC000010,2012-11-02 17:30:00,0.272,7.6
34643,MAC000010,2012-11-02 18:00:00,0.24,7.0
34644,MAC000010,2012-11-02 18:30:00,0.296,7.0
34645,MAC000010,2012-11-02 19:00:00,0.426,6.3
34646,MAC000010,2012-11-02 19:30:00,1.173,6.3
34647,MAC000010,2012-11-02 20:00:00,0.475,6.2
34648,MAC000010,2012-11-02 20:30:00,1.5549999,6.2
34649,MAC000010,2012-11-02 21:00:00,0.768,5.6
34650,MAC000010,2012-11-02 21:30:00,0.42,5.6
34651,MAC000010,2012-11-02 22:00:00,1.27,4.9
34652,MAC000010,2012-11-02 22:30:00,0.837,4.9
34653,MAC000010,2012-11-02 23:00:00,0.785,4.7
34654,MAC000010,2012-11-02 23:30:00,0.578,4.7
34655,MAC000010,2012-11-03 00:00:00,0.247,4.4
34656,MAC000010,2012-11-03 00:30:00,0.849,4.4
34657,MAC000010,2012-11-03 01:00:00,0.191,3.9
34658,MAC000010,2012-11-03 01:30:00,0.175,3.9
34659,MAC000010,2012-11-03 02:00:00,0.233,3.9
34660,MAC000010,2012-11-03 02:30:00,0.203,3.9
34661,MAC000010,2012-11-03 03:00:00,0.15,3.6
34662,MAC000010,2012-11-03 03:30:00,0.188,3.6
34663,MAC000010,2012-11-03 04:00:00,0.192,4.2
34664,MAC000010,2012-11-03 04:30:00,0.168,4.2
34665,MAC000010,2012-11-03 05:00:00,0.283,4.8
34666,MAC000010,2012-11-03 05:30:00,0.706,4.8
34667,MAC000010,2012-11-03 06:00:00,0.404,5.2
34668,MAC000010,2012-11-03 06:30:00,0.337,5.2
34669,MAC000010,2012-11-03 07:00:00,0.299,5.5
34670,MAC000010,2012-11-03 07:30:00,0.231,5.5
34671,MAC000010,2012-11-03 08:00:00,0.199,5.8
34672,MAC000010,2012-11-03 08:30:00,0.243,5.8
34673,MAC000010,2012-11-03 09:00:00,0.225,6.7
34674,MAC000010,2012-11-03 09:30:00,0.558,6.7
34675,MAC000010,2012-11-03 10:00:00,0.637,8.1
34676,MAC000010,2012-11-03 10:30:00,0.393,8.1
34677,MAC000010,2012-11-03 11:00:00,0.333,8.8
34678,MAC000010,2012-11-03 11:30:00,0.467,8.8
34679,MAC000010,2012-11-03 12:00:00,0.957,9.2
34680,MAC000010,2012-11-03 12:30:00,0.513,9.2
34681,MAC000010,2012-11-03 13:00:00,0.477,9.9
34682,MAC000010,2012-11-03 13:30:00,0.98,9.9
34683,MAC000010,2012-11-03 14:00:00,1.449,9.9
34684,MAC000010,2012-11-03 14:30:00,1.051,9.9
34685,MAC000010,2012-11-03 15:00:00,0.404,8.9
34686,MAC000010,2012-11-03 15:30:00,0.893,8.9
34687,MAC000010,2012-11-03 16:00:00,0.524,8.2
34688,MAC000010,2012-11-03 16:30:00,1.002,8.2
34689,MAC000010,2012-11-03 17:00:00,1.1059999,7.9
34690,MAC000010,2012-11-03 17:30:00,0.797,7.9
34691,MAC000010,2012-11-03 18:00:00,0.896,7.8
34692,MAC000010,2012-11-03 18:30:00,0.837,7.8
34693,MAC000010,2012-11-03 19:00:00,1.7869999,7.7
34694,MAC000010,2012-11-03 19:30:00,1.003,7.7
34695,MAC000010,2012-11-03 20:00:00,0.623,6.8
34696,MAC000010,2012-11-03 20:30:00,0.332,6.8
34697,MAC000010,2012-11-03 21:00:00,0.366,5.9
34698,MAC000010,2012-11-03 21:30:00,0.39,5.9
34699,MAC000010,2012-11-03 22:00:00,0.366,5.2
34700,MAC000010,2012-11-03 22:30:00,1.45,5.2
34701,MAC000010,2012-11-03 23:00:00,0.687,3.7
34702,MAC000010,2012-11-03 23:30:00,1.0420001,3.7
34703,MAC000010,2012-11-04 00:00:00,0.635,2.2
34704,MAC000010,2012-11-04 00:30:00,1.067,2.2
34705,MAC000010,2012-11-04 01:00:00,0.263,2.2
34706,MAC000010,2012-11-04 01:30:00,0.277,2.2
34707,MAC000010,2012-11-04 02:00:00,0.201,2.3
34708,MAC000010,2012-11-04 02:30:00,0.184,2.3
34709,MAC000010,2012-11-04 03:00:00,0.218,3.3
34710,MAC000010,2012-11-04 03:30:00,0.171,3.3
34711,MAC000010,2012-11-04 04:00:00,0.146,4.0
34712,MAC000010,2012-11-04 04:30:00,0.201,4.0
34713,MAC000010,2012-11-04 05:00:00,0.235,4.7
34714,MAC000010,2012-11-04 05:30:00,0.201,4.7
34715,MAC000010,2012-11-04 06:00:00,0.22,5.0
34716,MAC000010,2012-11-04 06:30:00,0.262,5.0
34717,MAC000010,2012-11-04 07:00:00,0.203,5.3
34718,MAC000010,2012-11-04 07:30:00,0.268,5.3
34719,MAC000010,2012-11-04 08:00:00,0.52,5.7
34720,MAC000010,2012-11-04 08:30:00,0.367,5.7
34721,MAC000010,2012-11-04 09:00:00,0.417,6.3
34722,MAC000010,2012-11-04 09:30:00,0.974,6.3
34723,MAC000010,2012-11-04 10:00:00,0.894,7.3
34724,MAC000010,2012-11-04 10:30:00,1.5,7.3
34725,MAC000010,2012-11-04 11:00:00,1.277,8.3
34726,MAC000010,2012-11-04 11:30:00,0.779,8.3
34727,MAC000010,2012-11-04 12:00:00,0.602,8.8
34728,MAC000010,2012-11-04 12:30:00,0.822,8.8
34729,MAC000010,2012-11-04 13:00:00,1.136,5.7
34730,MAC000010,2012-11-04 13:30:00,1.051,5.7
34731,MAC000010,2012-11-04 14:00:00,1.527,4.9
34732,MAC000010,2012-11-04 14:30:00,1.388,4.9
34733,MAC000010,2012-11-04 15:00:00,0.539,5.3
34734,MAC000010,2012-11-04 15:30:00,0.669,5.3
34735,MAC000010,2012-11-04 16:00:00,0.521,5.3
34736,MAC000010,2012-11-04 16:30:00,0.731,5.3
34737,MAC000010,2012-11-04 17:00:00,0.659,5.1
34738,MAC000010,2012-11-04 17:30:00,0.584,5.1
34739,MAC000010,2012-11-04 18:00:00,0.543,4.5
34740,MAC000010,2012-11-04 18:30:00,0.664,4.5
34741,MAC000010,2012-11-04 19:00:00,2.1600001,4.0
34742,MAC000010,2012-11-04 19:30:00,1.202,4.0
34743,MAC000010,2012-11-04 20:00:00,0.62,3.0
34744,MAC000010,2012-11-04 20:30:00,0.939,3.0
34745,MAC000010,2012-11-04 21:00:00,0.839,3.0
34746,MAC000010,2012-11-04 21:30:00,0.617,3.0
34747,MAC000010,2012-11-04 22:00:00,1.387,3.2
34748,MAC000010,2012-11-04 22:30:00,1.159,3.2
34749,MAC000010,2012-11-04 23:00:00,0.462,2.4
34750,MAC000010,2012-11-04 23:30:00,0.819,2.4
34751,MAC000010,2012-11-05 00:00:00,0.414,1.3
34752,MAC000010,2012-11-05 00:30:00,0.275,1.3
34753,MAC000010,2012-11-05 01:00:00,0.185,1.1
34754,MAC000010,2012-11-05 01:30:00,0.178,1.1
34755,MAC000010,2012-11-05 02:00:00,0.236,0.9
34756,MAC000010,2012-11-05 02:30:00,0.195,0.9
34757,MAC000010,2012-11-05 03:00:00,0.147,2.1
34758,MAC000010,2012-11-05 03:30:00,0.192,2.1
34759,MAC000010,2012-11-05 04:00:00,0.196,2.8
34760,MAC000010,2012-11-05 04:30:00,0.148,2.8
34761,MAC000010,2012-11-05 05:00:00,0.2,3.5
34762,MAC000010,2012-11-05 05:30:00,0.236,3.5
34763,MAC000010,2012-11-05 06:00:00,0.175,3.3
34764,MAC000010,2012-11-05 06:30:00,0.184,3.3
34765,MAC000010,2012-11-05 07:00:00,0.527,3.1
34766,MAC000010,2012-11-05 07:30:00,0.364,3.1
34767,MAC000010,2012-11-05 08:00:00,1.033,2.9
34768,MAC000010,2012-11-05 08:30:00,0.452,2.9
34769,MAC000010,2012-11-05 09:00:00,0.547,5.8
34770,MAC000010,2012-11-05 09:30:00,1.154,5.8
34771,MAC000010,2012-11-05 10:00:00,1.127,7.6
34772,MAC000010,2012-11-05 10:30:00,0.493,7.6
34773,MAC000010,2012-11-05 11:00:00,0.376,8.5
34774,MAC000010,2012-11-05 11:30:00,1.0369999,8.5
34775,MAC000010,2012-11-05 12:00:00,1.447,9.4
34776,MAC000010,2012-11-05 12:30:00,0.408,9.4
34777,MAC000010,2012-11-05 13:00:00,0.366,9.3
34778,MAC000010,2012-11-05 13:30:00,1.164,9.3
34779,MAC000010,2012-11-05 14:00:00,0.973,9.5
34780,MAC000010,2012-11-05 14:30:00,1.313,9.5
34781,MAC000010,2012-11-05 15:00:00,0.963,9.4
34782,MAC000010,2012-11-05 15:30:00,0.934,9.4
34783,MAC000010,2012-11-05 16:00:00,0.928,9.1
34784,MAC000010,2012-11-05 16:30:00,0.997,9.1
34785,MAC000010,2012-11-05 17:00:00,1.329,7.1
34786,MAC000010,2012-11-05 17:30:00,0.658,7.1
34787,MAC000010,2012-11-05 18:00:00,1.533,6.1
34788,MAC000010,2012-11-05 18:30:00,0.72,6.1
34789,MAC000010,2012-11-05 19:00:00,1.9220001,5.3
34790,MAC000010,2012-11-05 19:30:00,1.23,5.3
34791,MAC000010,2012-11-05 20:00:00,0.725,5.1
34792,MAC000010,2012-11-05 20:30:00,0.718,5.1
34793,MAC000010,2012-11-05 21:00:00,0.725,4.4
34794,MAC000010,2012-11-05 21:30:00,0.786,4.4
34795,MAC000010,2012-11-05 22:00:00,0.732,4.3
34796,MAC000010,2012-11-05 22:30:00,0.468,4.3
34797,MAC000010,2012-11-05 23:00:00,0.367,3.8
34798,MAC000010,2012-11-05 23:30:00,0.329,3.8
34799,MAC000010,2012-11-06 00:00:00,0.336,3.3
34800,MAC000010,2012-11-06 00:30:00,0.29,3.3
34801,MAC000010,2012-11-06 01:00:00,0.27,2.4
34802,MAC000010,2012-11-06 01:30:00,0.322,2.4
34803,MAC000010,2012-11-06 02:00:00,0.311,2.3
34804,MAC000010,2012-11-06 02:30:00,0.268,2.3
34805,MAC000010,2012-11-06 03:00:00,0.278,1.7
34806,MAC000010,2012-11-06 03:30:00,0.298,1.7
34807,MAC000010,2012-11-06 04:00:00,0.239,1.6
34808,MAC000010,2012-11-06 04:30:00,0.256,1.6
34809,MAC000010,2012-11-06 05:00:00,0.324,1.1
34810,MAC000010,2012-11-06 05:30:00,0.604,1.1
34811,MAC000010,2012-11-06 06:00:00,0.812,1.2
34812,MAC000010,2012-11-06 06:30:00,0.286,1.2
34813,MAC000010,2012-11-06 07:00:00,0.828,1.3
34814,MAC000010,2012-11-06 07:30:00,0.212,1.3
34815,MAC000010,2012-11-06 08:00:00,0.287,1.7
34816,MAC000010,2012-11-06 08:30:00,0.26,1.7
34817,MAC000010,2012-11-06 09:00:00,0.213,4.0
34818,MAC000010,2012-11-06 09:30:00,0.286,4.0
34819,MAC000010,2012-11-06 10:00:00,0.204,5.9
34820,MAC000010,2012-11-06 10:30:00,0.196,5.9
34821,MAC000010,2012-11-06 11:00:00,0.262,7.8
34822,MAC000010,2012-11-06 11:30:00,0.201,7.8
34823,MAC000010,2012-11-06 12:00:00,0.177,9.3
34824,MAC000010,2012-11-06 12:30:00,0.233,9.3
34825,MAC000010,2012-11-06 13:00:00,0.172,9.7
34826,MAC000010,2012-11-06 13:30:00,0.172,9.7
34827,MAC000010,2012-11-06 14:00:00,0.229,9.8
34828,MAC000010,2012-11-06 14:30:00,0.178,9.8
34829,MAC000010,2012-11-06 15:00:00,0.172,9.9
34830,MAC000010,2012-11-06 15:30:00,0.245,9.9
34831,MAC000010,2012-11-06 16:00:00,0.406,9.1
34832,MAC000010,2012-11-06 16:30:00,0.658,9.1
34833,MAC000010,2012-11-06 17:00:00,0.6,8.8
34834,MAC000010,2012-11-06 17:30:00,0.62,8.8
34835,MAC000010,2012-11-06 18:00:00,0.543,9.3
34836,MAC000010,2012-11-06 18:30:00,0.456,9.3
34837,MAC000010,2012-11-06 19:00:00,0.405,9.5
34838,MAC000010,2012-11-06 19:30:00,0.389,9.5
34839,MAC000010,2012-11-06 20:00:00,0.442,9.1
34840,MAC000010,2012-11-06 20:30:00,1.941,9.1
34841,MAC000010,2012-11-06 21:00:00,0.698,8.9
34842,MAC000010,2012-11-06 21:30:00,1.347,8.9
34843,MAC000010,2012-11-06 22:00:00,1.1210001,8.7
34844,MAC000010,2012-11-06 22:30:00,0.682,8.7
34845,MAC000010,2012-11-06 23:00:00,0.959,8.5
34846,MAC000010,2012-11-06 23:30:00,0.709,8.5
34847,MAC000010,2012-11-07 00:00:00,0.471,7.0
34848,MAC000010,2012-11-07 00:30:00,0.172,7.0
34849,MAC000010,2012-11-07 01:00:00,0.205,6.3
34850,MAC000010,2012-11-07 01:30:00,0.227,6.3
34851,MAC000010,2012-11-07 02:00:00,0.17,6.4
34852,MAC000010,2012-11-07 02:30:00,0.189,6.4
34853,MAC000010,2012-11-07 03:00:00,0.207,6.1
34854,MAC000010,2012-11-07 03:30:00,0.148,6.1
34855,MAC000010,2012-11-07 04:00:00,0.147,5.2
34856,MAC000010,2012-11-07 04:30:00,0.201,5.2
34857,MAC000010,2012-11-07 05:00:00,0.172,4.8
34858,MAC000010,2012-11-07 05:30:00,0.175,4.8
34859,MAC000010,2012-11-07 06:00:00,0.234,4.5
34860,MAC000010,2012-11-07 06:30:00,0.189,4.5
34861,MAC000010,2012-11-07 07:00:00,0.568,4.8
34862,MAC000010,2012-11-07 07:30:00,0.406,4.8
34863,MAC000010,2012-11-07 08:00:00,0.385,5.2
34864,MAC000010,2012-11-07 08:30:00,0.292,5.2
34865,MAC000010,2012-11-07 09:00:00,0.343,6.6
34866,MAC000010,2012-11-07 09:30:00,0.314,6.6
34867,MAC000010,2012-11-07 10:00:00,0.294,8.4
34868,MAC000010,2012-11-07 10:30:00,0.666,8.4
34869,MAC000010,2012-11-07 11:00:00,1.006,9.4
34870,MAC000010,2012-11-07 11:30:00,1.069,9.4
34871,MAC000010,2012-11-07 12:00:00,0.485,9.2
34872,MAC000010,2012-11-07 12:30:00,0.321,9.2
34873,MAC000010,2012-11-07 13:00:00,0.222,9.8
34874,MAC000010,2012-11-07 13:30:00,0.257,9.8
34875,MAC000010,2012-11-07 14:00:00,0.281,9.8
34876,MAC000010,2012-11-07 14:30:00,0.229,9.8
34877,MAC000010,2012-11-07 15:00:00,0.227,10.1
34878,MAC000010,2012-11-07 15:30:00,0.535,10.1
34879,MAC000010,2012-11-07 16:00:00,0.596,9.9
34880,MAC000010,2012-11-07 16:30:00,0.51,9.9
34881,MAC000010,2012-11-07 17:00:00,2.4300001,9.7
34882,MAC000010,2012-11-07 17:30:00,0.858,9.7
34883,MAC000010,2012-11-07 18:00:00,1.601,9.1
34884,MAC000010,2012-11-07 18:30:00,0.965,9.1
34885,MAC000010,2012-11-07 19:00:00,0.745,9.1
34886,MAC000010,2012-11-07 19:30:00,0.454,9.1
34887,MAC000010,2012-11-07 20:00:00,0.511,8.9
34888,MAC000010,2012-11-07 20:30:00,0.472,8.9
34889,MAC000010,2012-11-07 21:00:00,0.457,9.4
